index,Timestamp,group,sex,age,experience,category,cloud,language,framework,sourceControl,useTesters,useCI,stackoverflow,githubStars,jobType,workType,workingLanguage,employer,placement,revenuePlace,satisfied,hoursPerMonth,deservedSalary,pandemicInfluence,unarebiResults,gpa,education,workstationType,workstation,computerModel,ram,memoryType,memorySize,averageMonthlyRevenue
144,10/8/2020 12:32:22,"Group - ""Remote Work - Georgian Community"" ",male,24-26,2-4 years,Data Scientist,AWS,Python,no answer,Git,yes,don't use,0-10,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,160-200,4k-5k,no influence,90 - 100 %,2.5-3,finished -  bachelor,Desktop computer,no answer,no answer,16 gb,SSD  (fast),256 gb,3k-4k
145,10/8/2020 12:39:49,"Group - ""Remote Work - Georgian Community"" ",male,21-23,2-4 years,Front End Developer,don't use,Javascript,React,Git,yes,don't use,don't have account,don't have account,Full Time,Office -  International Projects,georgian,information technologies,georgia,Russia,yes,40-100,3k-4k,no influence,80-90 %,no answer,just school,Desktop computer,no answer,no answer,16 gb,SSD  (fast),128 gb,1000-1499
146,10/8/2020 0:38:03,"Group - ""Remote Work - Georgian Community"" ",male,27-29,6-9 years,Back End Developer,AWS,TypeScript,neither,Git,no,Jenkins,1000-2000,0-10,Full Time,Remote  - International Projects,english,information technologies,estonia,estonia,yes,160-240,10k-15k,no influence,90 - 100 %,3.9-3.99,finished - master,laptop,Macbook Pro,Macbook,32 gb,SSD  (fast),512 gb,10k-15k
147,10/11/2020 8:12:25,JavaScript Georgia,male,21-23,0-1 years,no answer,don't use,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,georgia,no answer,no answer,no answer,no answer,no answer,60-70 %,1.5-2,finished -  bachelor,laptop,"HP ",HP,4 gb,SSD  (fast),128 gb,no answer
148,10/11/2020 14:26:23,JavaScript Georgia,male,24-26,6-9 years,Support Specialist,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,no answer,georgian,finances,georgia,georgia,no,160-200,1500-2000,no influence,80-90 %,no answer,no answer,laptop,"HP ",HP,8 gb,SSD  (fast),256 gb,500-999
149,10/13/2020 19:38:47,Facebook,male,40-44,12-15 years,ML Engineer,AWS,Python,Django,Git,no,don't use,don't have account,0-10,Part Time,Remote  - International Projects,english,information technologies,georgia,united states,no,100-160,4k-5k,"yes, decreased",90 - 100 %,3.9-3.99,studying - PHD,laptop,"HP ",HP,16 gb,SSD  (fast),512 gb,2k-3k
150,10/14/2020 1:52:50,"Group - ""Tech Jobs Georgia""",female,27-29,6-9 years,QA Engineer,AZURE,Javascript,neither,don't use,yes,don't use,don't have account,no answer,Both (Full time + Part Time),Office - Local Projects,georgian,finances,georgia,georgia,so so,160-200,4k-5k,no influence,70-80 %,3-3.5,finished - master,laptop,"HP ",HP,8 gb,HDD (slow),1 tb,3k-4k
151,10/8/2020 13:57:43,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,0-1 years,Front End Developer,AZURE,TypeScript,Angular,Git,no,don't use,don't have account,don't have account,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,300-400,3k-4k,"yes, decreased",80-90 %,2.5-3,studying - master,Desktop computer,no answer,no answer,8 gb,SSD  (fast),512 gb,1000-1499
152,10/8/2020 13:58:30,"Group - ""Georgian Web & Mobile Development Industry"" ",female,21-23,2-4 years,Full Stack Developer,AWS,Java,Spring,Git,no,don't use,don't have account,no answer,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,yes,160-200,2k-3k,no influence,90 - 100 %,3.8-3.9,studying - master,laptop,Acer Nitro,Acer,8 gb,SSD  (fast),256 gb,1500-1999
153,10/8/2020 14:14:17,JavaScript Georgia,male,24-26,4-6 years,Back End Developer,AWS,C#,.NET Core,Git,yes,no answer,no answer,no answer,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,100-160,6k-7k,no influence,60-70 %,1.5-2,finished -  bachelor,Desktop computer,no answer,no answer,16 gb,SSD  (fast),512 gb,4k-5k
154,10/8/2020 14:45:15,JavaScript Georgia,male,21-23,2-4 years,Back End Developer,don't use,TypeScript,NestJS,Git,no,don't use,0-10,0-10,Part Time,Remote  - Local Projects,georgian,educational,georgia,georgia,yes,100-160,1000-1500,no influence,90 - 100 %,3.9-3.99,studying -  bachelor,laptop,HP EliteBook,HP,8 gb,SSD  (fast),256 gb,500-999
155,10/14/2020 2:11:20,"Group - ""Tech Jobs Georgia""",male,30-34,2-4 years,Business Analyst,don't use,Javascript,Angular,don't use,yes,Circle CI,400-700,100-500,not employed,Office - Local Projects,english,government org,georgia,georgia,no,40-100,1500-2000,"yes, decreased",20-30 %,4,studying - PHD,laptop,"HP ",HP,32 gb,HDD (slow),256 gb,1500-1999
156,10/14/2020 10:47:25,"Group - ""Tech Jobs Georgia""",female,18-20,don't have,no answer,don't use,C/C++,neither,don't use,no,don't use,don't have account,don't have account,not employed,no answer,english,no answer,georgia,georgia,no answer,no answer,0-300,no answer,80-90 %,no answer,studying -  bachelor,laptop,"HP ",HP,12 gb,SSD  (fast),256 gb,no answer
157,10/8/2020 0:07:43,"Group - ""Georgian Web & Mobile Development Industry"" ",male,18-20,0-1 years,Support Specialist,don't use,Python,no answer,Git,no,no answer,no answer,no answer,Part Time,Remote  - Local Projects,georgian,information technologies,georgia,georgia,yes,160-200,500-1000,no influence,40-50 %,2.5-3,studying -  bachelor,laptop,"HP ",HP,8 gb,"both (SSD, HDD)",256 gb,500-999
158,10/8/2020 0:18:15,JavaScript Georgia,male,21-23,1-2 years,Mobile Apps Developer,don't use,Javascript,React,Git,yes,don't use,10-100,0-10,Both (Full time + Part Time),Office -  International Projects,english,information technologies,georgia,israel,yes,40-100,3k-4k,"yes, increased",80-90 %,2.5-3,studying -  bachelor,Desktop computer,"iMac ",iMac,8 gb,SSD  (fast),1 tb,2k-3k
159,10/8/2020 0:33:14,friend,male,21-23,4-6 years,UI / UX,no answer,Javascript,neither,no answer,yes,no answer,10-100,10-20,Both (Full time + Part Time),Remote  - International Projects,georgian,information technologies,georgia,georgia,yes,160-200,7k-10k,no answer,80-90 %,3.5-3.7,studying -  bachelor,Desktop computer,"iMac ",iMac,32 gb,SSD  (fast),1 tb,6k-7k
160,10/8/2020 16:45:44,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,4-6 years,Front End Developer,Digital Ocean,Javascript,React,Git,yes,Jenkins,0-10,0-10,Full Time,Office -  International Projects,english,gambling,georgia,georgia,yes,40-100,6k-7k,no influence,80-90 %,no answer,just school,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),512 gb,5k-6k
161,10/8/2020 9:58:31,"Group - ""Georgian Web & Mobile Development Industry"" ",female,40-44,don't have,Front End Developer,don't use,Javascript,Bootstrap,don't use,no,don't use,don't have account,don't have account,not employed,no answer,georgian,no answer,georgia,no answer,no answer,no answer,no answer,no answer,70-80 %,no answer,finished college,laptop,"Lenovo ",Lenovo,8 gb,SSD  (fast),256 gb,no answer
162,10/8/2020 17:59:10,Linkedin,male,21-23,2-4 years,Full Stack Developer,Google Cloud Platform,PHP,Laravel,Git,no,don't use,2000-5000,10-20,Both (Full time + Part Time),Office -  International Projects,georgian,information technologies,georgia,georgia,yes,160-200,6k-7k,"yes, increased",80-90 %,1-1.5,finished -  bachelor,laptop,Razer Blade,Razer,16 gb,SSD  (fast),256 gb,5k-6k
163,10/8/2020 10:28:25,"Group - ""Georgian Web & Mobile Development Industry"" ",female,15-17,don't have,Front End Developer,don't use,Javascript,React,Git,no,don't use,10-100,0-10,not employed,no answer,georgian,no answer,georgia,georgia,no answer,no answer,1500-2000,no influence,not yet high education,no answer,just school,laptop,"Lenovo ",Lenovo,4 gb,HDD (slow),128 gb,no answer
164,10/8/2020 11:05:19,"Group - ""Georgian Web & Mobile Development Industry"" ",male,27-29,6-9 years,Back End Developer,AWS,Java,Dropwizard,Git,no,Jenkins,700-1000,0-10,Full Time,Office -  International Projects,english,information technologies,estonia,estonia,yes,160-200,15k-20k,no influence,80-90 %,1.5-2,finished -  bachelor,laptop,Macbook Pro,Macbook,16 gb,SSD  (fast),512 gb,10k-15k
165,10/8/2020 18:26:02,JavaScript Georgia,male,24-26,don't have,Back End Developer,don't use,C#,.NET Core,Git,no,don't use,0-10,10-20,not employed,no answer,english,no answer,georgia,georgia,no answer,no answer,1000-1500,no influence,50-60 %,3.7-3.8,finished -  bachelor,Desktop computer,no answer,no answer,16 gb,SSD  (fast),256 gb,no answer
166,10/8/2020 10:48:25,friend,male,24-26,0-1 years,Front End Developer,don't use,Javascript,Angular,Git,yes,Jenkins,don't have account,don't have account,Full Time,Remote  - Local Projects,english,gambling,georgia,georgia,yes,160-200,1500-2000,no influence,80-90 %,1-1.5,finished -  bachelor,laptop,"Lenovo ",Lenovo,8 gb,SSD  (fast),256 gb,1500-1999
167,10/8/2020 19:13:24,friend,female,30-34,1-2 years,Back End Developer,don't use,C#,.NET,Git,yes,Teamcity,0-10,0-10,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,160-200,2k-3k,"yes, increased",70-80 %,3.5-3.7,finished - master,Desktop computer,no answer,no answer,16 gb,SSD  (fast),1 tb,2k-3k
168,10/8/2020 10:56:43,"Group - ""Remote Work - Georgian Community"" ",male,21-23,1-2 years,Back End Developer,AZURE,C#,.NET Core,Git,no,don't use,0-10,0-10,Full Time,Office -  International Projects,georgian,information technologies,georgia,georgia,yes,0-40,2k-3k,no influence,90 - 100 %,1-1.5,studying -  bachelor,Desktop computer,"Lenovo ",Lenovo,16 gb,SSD  (fast),256 gb,1500-1999
169,10/8/2020 13:47:04,JavaScript Georgia,female,30-34,6-9 years,Back End Developer,AZURE,Javascript,.NET,Git,no,Jenkins,don't have account,don't have account,Full Time,Remote  - Local Projects,english,information technologies,georgia,georgia,yes,400+,1000-1500,no influence,60-70 %,no answer,finished -  PHD,both,"Lenovo ",Lenovo,32 gb,HDD (slow),512 gb,1000-1499
170,10/8/2020 16:35:11,"Group - ""Georgian Web & Mobile Development Industry"" ",male,15-17,0-1 years,Front End Developer,don't use,Javascript,neither,Git,no,don't use,don't have account,0-10,Full Time,Office -  International Projects,english,marceting,georgia,georgia,yes,40-100,1500-2000,no influence,not yet high education,no answer,just school,laptop,"Lenovo ",Lenovo,4 gb,HDD (slow),256 gb,500-999
171,10/8/2020 17:54:32,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,1-2 years,Front End Developer,don't use,Javascript,React,Git,yes,Jenkins,don't have account,0-10,Both (Full time + Part Time),Remote  - International Projects,english,information technologies,georgia,georgia,yes,160-200,3k-4k,no influence,90 - 100 %,3-3.5,studying -  bachelor,Desktop computer,"Lenovo ",Lenovo,4 gb,SSD  (fast),256 gb,1500-1999
172,10/11/2020 12:43:16,friend,male,27-29,6-9 years,Back End Developer,AWS,Python,Django,Git,no,Gitlab CI,400-700,0-10,Full Time,Office -  International Projects,english,finances,estonia,estonia,yes,100-160,10k-15k,no influence,90 - 100 %,3.7-3.8,finished - master,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),256 gb,10k-15k
173,10/10/2020 22:34:08,friend,male,27-29,6-9 years,Data Scientist,AZURE,Python,neither,Git,yes,Azure Devops,don't have account,0-10,Full Time,Office -  International Projects,english,information technologies,estonia,estonia,yes,160-200,15k-20k,no influence,90 - 100 %,3-3.5,finished - master,laptop,Lenovo Thinkpad,Lenovo,16 gb,SSD  (fast),1 tb,10k-15k
174,10/8/2020 22:53:49,JavaScript Georgia,male,18-20,2-4 years,Full Stack Developer,Digital Ocean,Javascript,Vue,Git,no,don't use,don't have account,0-10,Both (Full time + Part Time),Remote  - International Projects,georgian,information technologies,georgia,georgia,no,160-240,2k-3k,"yes, decreased",80-90 %,no answer,just school,Desktop computer,Lenovo Ideapad,Lenovo,8 gb,HDD (slow),512 gb,1000-1499
175,10/8/2020 22:53:56,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,4-6 years,Full Stack Developer,Digital Ocean,PHP,Ci,Git,no,don't use,don't have account,0-10,Both (Full time + Part Time),Office - Local Projects,georgian,finances,georgia,georgia,yes,160-200,3k-4k,no influence,no answer,no answer,just school,both,no answer,no answer,8 gb,SSD  (fast),512 gb,2k-3k
176,10/10/2020 16:27:10,friend,female,21-23,2-4 years,System Administrator,don't use,Javascript,no answer,TFS,yes,Circle CI,don't have account,don't have account,Both (Full time + Part Time),Office - Local Projects,georgian,information technologies,georgia,georgia,yes,400+,2k-3k,no influence,90 - 100 %,no answer,studying -  bachelor,laptop,"Lenovo ",Lenovo,8 gb,SSD  (fast),no answer,1000-1499
177,10/8/2020 16:10:33,JavaScript Georgia,male,27-29,6-9 years,Front End Developer,don't use,Javascript,React,Git,no,don't use,100-200,0-10,Both (Full time + Part Time),Remote  - International Projects,russian,finances,georgia,united states,yes,100-160,10k-15k,no influence,not yet high education,no answer,finished -  bachelor,Desktop computer,"PC ",PC,8 gb,SSD  (fast),128 gb,10k-15k
178,10/8/2020 23:21:26,JavaScript Georgia,male,21-23,1-2 years,Front End Developer,AZURE,Javascript,Angular,Git,no,Jenkins,no answer,20-50,Full Time,Office -  International Projects,georgian,non governmental org,georgia,georgia,no,600+,1500-2000,"yes, increased",40-50 %,no answer,finished -  bachelor,laptop,no answer,no answer,8 gb,"both (SSD, HDD)",1 tb,1000-1499
179,10/11/2020 6:36:51,JavaScript Georgia,male,50+,20-25 years,Full Stack Developer,Google Cloud Platform,C#,.NET,Git,yes,Jenkins,2000-5000,don't have account,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,yes,0-40,10k-15k,no influence,not yet high education,no answer,no answer,laptop,"Lenovo ",Lenovo,16 gb,SSD  (fast),1 tb,6k-7k
180,10/11/2020 15:54:34,"Group - ""Georgian Web & Mobile Development Industry"" ",male,35-39,12-15 years,Back End Developer,AZURE,C#,.NET,TFS,yes,don't use,don't have account,don't have account,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,yes,160-200,4k-5k,no influence,not yet high education,3-3.5,finished - master,laptop,"Lenovo ",Lenovo,8 gb,SSD  (fast),256 gb,3k-4k
181,10/9/2020 3:13:12,no answer,male,27-29,4-6 years,Full Stack Developer,don't use,PHP,React,Git,yes,Jenkins,0-10,0-10,Full Time,Remote  - International Projects,georgian,information technologies,georgia,georgia,yes,160-200,5k-6k,"yes, decreased",80-90 %,0-0.5,studying -  bachelor,Desktop computer,no answer,no answer,16 gb,HDD (slow),1 tb,3k-4k
182,10/9/2020 9:48:43,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,0-1 years,Full Stack Developer,AWS,Python,React,Git,yes,don't use,10-100,0-10,Full Time,Office -  International Projects,georgian,information technologies,georgia,georgia,no,240-300,1500-2000,no influence,60-70 %,3.5-3.7,just school,laptop,no answer,no answer,8 gb,SSD  (fast),256 gb,500-999
183,10/9/2020 9:57:04,JavaScript Georgia,female,24-26,2-4 years,Front End Developer,don't use,Javascript,React,Git,yes,don't use,0-10,0-10,Full Time,Office -  International Projects,georgian,E sport,georgia,georgia,no,160-200,3k-4k,"yes, increased",70-80 %,1-1.5,finished -  bachelor,Desktop computer,no answer,no answer,16 gb,SSD  (fast),512 gb,2k-3k
184,10/13/2020 0:34:56,Linkedin,female,21-23,don't have,Front End Developer,don't use,Javascript,Angular,Git,no,don't use,don't have account,0-10,not employed,no answer,no answer,no answer,georgia,georgia,no answer,100-160,1000-1500,no influence,60-70 %,3-3.5,studying -  bachelor,laptop,"Lenovo ",Lenovo,8 gb,SSD  (fast),128 gb,no answer
185,10/9/2020 11:22:00,JavaScript Georgia,female,21-23,1-2 years,Back End Developer,AZURE,C#,.NET Core,Git,no,don't use,don't have account,0-10,Full Time,Office - Local Projects,georgian,insurance,georgia,georgia,yes,100-160,2k-3k,no influence,80-90 %,2.5-3,finished -  bachelor,Desktop computer,no answer,no answer,8 gb,SSD  (fast),256 gb,2k-3k
186,10/8/2020 13:54:09,JavaScript Georgia,male,18-20,1-2 years,Support Specialist,don't use,Java,Spring,no answer,no,Jenkins,don't have account,don't have account,Full Time,Office - Local Projects,georgian,information technologies,georgia,georgia,no,100-160,300-500,no influence,50-60 %,3.7-3.8,studying -  bachelor,Desktop computer,"PC ",PC,8 gb,HDD (slow),1 tb,300-499
187,10/14/2020 14:24:22,"Group - ""Georgian Web & Mobile Development Industry"" ",male,21-23,2-4 years,Back End Developer,AWS,Ruby,Rails,Git,yes,don't use,100-200,0-10,Full Time,Office - Local Projects,georgian,medical,georgia,georgia,no,160-200,3k-4k,"yes, decreased",90 - 100 %,2.5-3,finished -  bachelor,Desktop computer,"Lenovo ",Lenovo,16 gb,HDD (slow),512 gb,2k-3k
188,10/9/2020 12:42:11,Linkedin,male,24-26,2-4 years,DevOps Engineer,AWS,Bash,neither,Git,yes,Gitlab CI,0-10,0-10,Both (Full time + Part Time),Remote  - Local Projects,georgian,gambling,georgia,georgia,yes,160-240,10k-15k,"yes, increased",70-80 %,1-1.5,finished -  bachelor,laptop,Macbook Pro,Macbook,8 gb,SSD  (fast),256 gb,7k-10k
189,10/8/2020 0:08:51,"Group - ""Georgian Web & Mobile Development Industry"" ",male,18-20,1-2 years,Back End Developer,Digital Ocean,PHP,Laravel,Git,no,don't use,10-100,0-10,no answer,Remote  - International Projects,english,information technologies,georgia,united states,yes,160-200,300-500,no influence,70-80 %,no answer,studying -  bachelor,laptop,"Lenovo ",Lenovo,4 gb,HDD (slow),512 gb,1000-1499
190,10/9/2020 23:35:03,Sysadmins GE,male,35-39,15-20 years,System Administrator,AWS,PHP,neither,no answer,yes,Jenkins,5k-10k,0-10,Both (Full time + Part Time),no answer,georgian,information technologies,georgia,georgia,yes,400+,15k-20k,"yes, increased",not yet high education,3.5-3.7,finished -  bachelor,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),1 tb,10k-15k
191,10/9/2020 12:59:08,Linkedin,male,24-26,2-4 years,Back End Developer,don't use,Python,Django,Git,no,Jenkins,100-200,20-50,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,no,160-240,2k-3k,no influence,no answer,2.5-3,studying - master,laptop,Lenovo Thinkpad,Lenovo,16 gb,SSD  (fast),512 gb,1500-1999
192,10/9/2020 14:19:16,JavaScript Georgia,female,27-29,2-4 years,Front End Developer,don't use,Javascript,neither,no answer,yes,don't use,don't have account,0-10,Full Time,Remote  - Local Projects,georgian,information technologies,georgia,georgia,yes,0-40,2k-3k,"yes, increased",70-80 %,3.5-3.7,finished -  bachelor,laptop,no answer,no answer,8 gb,HDD (slow),256 gb,2k-3k
193,10/9/2020 14:52:23,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,6-9 years,Full Stack Developer,Google Cloud Platform,Python,Angular,Git,yes,Jenkins,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,english,information technologies,georgia,georgia,yes,240-300,15k-20k,no influence,90 - 100 %,2.5-3,studying - PHD,laptop,Acer Predator,Acer,16 gb,SSD  (fast),1 tb,3k-4k
194,10/9/2020 15:23:57,"Group - ""Georgian Web & Mobile Development Industry"" ",male,no answer,1-2 years,DevOps Engineer,AWS,Python,Django,Git,no,don't use,don't have account,don't have account,Both (Full time + Part Time),Office -  International Projects,georgian,finances,georgia,georgia,no,40-100,4k-5k,no influence,80-90 %,2.5-3,studying -  bachelor,laptop,Acer Aspire,Acer,16 gb,SSD  (fast),256 gb,1500-1999
195,10/9/2020 15:43:42,"Group - ""Georgian Web & Mobile Development Industry"" ",female,24-26,2-4 years,Full Stack Developer,AWS,Javascript,Vue,Git,no,Circle CI,10-100,0-10,Full Time,Remote  - International Projects,english,information technologies,georgia,syngapore,no,0-40,7k-10k,no influence,90 - 100 %,2.5-3,finished -  bachelor,laptop,Asus ExpertBook,Asus,16 gb,SSD  (fast),512 gb,6k-7k
196,10/9/2020 16:03:08,Linkedin,male,21-23,4-6 years,Full Stack Developer,Digital Ocean,Javascript,neither,Git,yes,Jenkins,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,english,information technologies,georgia,georgia,yes,160-240,10k-15k,"yes, decreased",90 - 100 %,3.5-3.7,studying - master,laptop,no answer,no answer,16 gb,SSD  (fast),256 gb,5k-6k
197,10/8/2020 5:36:47,JavaScript Georgia,male,27-29,9-12 years,Front End Developer,AWS,Javascript,Laravel,Git,no,don't use,1000-2000,100-500,Part Time,Remote  - Local Projects,georgian,finances,georgia,germany,no,100-160,10k-15k,"yes, increased",50-60 %,no answer,just school,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),256 gb,3k-4k
198,10/9/2020 16:58:33,friend,male,15-17,don't have,Front End Developer,don't use,C#,.NET Core,Git,no,no answer,don't have account,0-10,not employed,no answer,georgian,no answer,georgia,no answer,no answer,no answer,300-500,no answer,not yet high education,no answer,studying college,Desktop computer,no answer,no answer,4 gb,HDD (slow),512 gb,no answer
199,10/7/2020 21:43:54,"Group - ""Remote Work - Georgian Community"" ",male,27-29,4-6 years,Front End Developer,don't use,Javascript,Angular,Git,no,don't use,1000-2000,50-100,Full Time,Remote  - International Projects,english,medical,georgia,united states,yes,100-160,5k-6k,no influence,90 - 100 %,3.8-3.9,studying - master,laptop,"Macbook ",Macbook,8 gb,SSD  (fast),128 gb,15k-20k
200,10/8/2020 18:46:07,"Group - ""Remote Work - Georgian Community"" ",male,27-29,4-6 years,Full Stack Developer,AZURE,C#,.NET Core,Git,no,Azure Devops,don't have account,0-10,Full Time,Office -  International Projects,english,information technologies,estonia,estonia,yes,100-160,15k-20k,"yes, increased",90 - 100 %,3-3.5,finished -  bachelor,Desktop computer,"Lenovo ",Lenovo,132 gb,SSD  (fast),2 tb,15k-20k
201,10/9/2020 17:43:40,"Group - ""Remote Work - Georgian Community"" ",female,35-39,2-4 years,Front End Developer,AWS,Javascript,Vue,Git,no,Travis,10-100,10-20,Full Time,Remote  - International Projects,english,information technologies,georgia,united states,yes,40-100,6k-7k,no influence,80-90 %,2-2.5,finished -  bachelor,laptop,Fujitsu Lifebook,Fujitsu,4 gb,HDD (slow),512 gb,6k-7k
202,10/9/2020 18:08:01,JavaScript Georgia,male,24-26,2-4 years,Front End Developer,don't use,TypeScript,Angular,Git,yes,don't use,100-200,0-10,Full Time,Office -  International Projects,english,information technologies,georgia,georgia,yes,160-200,5k-6k,no influence,80-90 %,1.5-2,studying -  bachelor,Desktop computer,no answer,no answer,16 gb,SSD  (fast),256 gb,5k-6k
203,10/8/2020 10:35:16,JavaScript Georgia,male,no answer,4-6 years,Full Stack Developer,don't use,Javascript,Angular,Git,yes,Jenkins,don't have account,0-10,Full Time,Remote  - Local Projects,georgian,gambling,georgia,georgia,no,40-100,7k-10k,no influence,80-90 %,2-2.5,studying -  bachelor,laptop,"Macbook ",Macbook,16 gb,SSD  (fast),512 gb,5k-6k
204,10/9/2020 18:17:07,"Group - ""Remote Work - Georgian Community"" ",male,24-26,2-4 years,Full Stack Developer,AWS,TypeScript,Angular,Git,yes,no answer,1000-2000,10-20,Full Time,Remote  - International Projects,georgian,finances,georgia,georgia,no,40-100,6k-7k,no influence,70-80 %,1-1.5,studying -  bachelor,laptop,Lenovo Thinkpad,Lenovo,32 gb,SSD  (fast),256 gb,4k-5k
205,10/9/2020 18:17:13,Linkedin,male,21-23,0-1 years,Full Stack Developer,no answer,C#,.NET,TFS,no,don't use,don't have account,0-10,Full Time,Remote  - Local Projects,georgian,information technologies,georgia,georgia,yes,100-160,500-1000,no influence,40-50 %,no answer,studying -  bachelor,laptop,no answer,no answer,16 gb,SSD  (fast),no answer,500-999
206,10/9/2020 20:02:24,JavaScript Georgia,male,15-17,don't have,Full Stack Developer,Heroku,Javascript,neither,Git,no,don't use,don't have account,0-10,not employed,no answer,english,no answer,georgia,no answer,no answer,no answer,1500-2000,no influence,not yet high education,no answer,just school,Desktop computer,no answer,no answer,4 gb,SSD  (fast),128 gb,no answer
207,10/8/2020 12:01:07,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,4-6 years,Full Stack Developer,Firebase,Dart,Flutter,Git,no,no answer,don't have account,0-10,Both (Full time + Part Time),Remote  - International Projects,english,no answer,georgia,no answer,no answer,no answer,10k-15k,no influence,no answer,no answer,finished -  bachelor,laptop,"Macbook ",Macbook,8 gb,SSD  (fast),256 gb,no answer
208,10/9/2020 20:48:38,JavaScript Georgia,male,27-29,6-9 years,Back End Developer,Digital Ocean,PHP,Laravel,Git,no,don't use,0-10,don't have account,Part Time,Remote  - Local Projects,georgian,realty,georgia,canada,yes,240-300,4k-5k,"yes, increased",70-80 %,no answer,finished -  bachelor,laptop,HP Pavilion,HP,8 gb,SSD  (fast),256 gb,3k-4k
209,10/9/2020 21:20:59,Sysadmins GE,male,21-23,1-2 years,Full Stack Developer,don't use,Java,Spring,Git,yes,Jenkins,don't have account,don't have account,Both (Full time + Part Time),Office - Local Projects,georgian,finances,georgia,georgia,yes,160-200,2k-3k,"yes, decreased",80-90 %,2-2.5,studying -  bachelor,laptop,Lenovo Thinkpad,Lenovo,8 gb,"both (SSD, HDD)",256 gb,1500-1999
210,10/9/2020 17:01:00,JavaScript Georgia,male,27-29,9-12 years,Full Stack Developer,AWS,Javascript,React,Git,yes,don't use,don't have account,don't have account,Full Time,Remote  - International Projects,english,information technologies,georgia,united states,yes,160-200,15k-20k,"yes, increased",90 - 100 %,no answer,studying -  bachelor,Desktop computer,no answer,no answer,32 gb,SSD  (fast),1 tb,15k-20k
211,10/8/2020 20:24:37,"Group - ""Georgian Web & Mobile Development Industry"" ",male,24-26,4-6 years,Full Stack Developer,AWS,Javascript,React,Git,yes,don't use,700-1000,0-10,Both (Full time + Part Time),Remote  - International Projects,georgian,information technologies,georgia,georgia,yes,160-240,5k-6k,no influence,60-70 %,0-0.5,studying -  bachelor,laptop,"Macbook ",Macbook,8 gb,SSD  (fast),256 gb,4k-5k
212,10/9/2020 23:38:05,JavaScript Georgia,male,21-23,1-2 years,Business Analyst,Digital Ocean,C#,neither,Git,yes,no answer,0-10,don't have account,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,no,100-160,2k-3k,"yes, decreased",80-90 %,1.5-2,studying -  bachelor,laptop,no answer,no answer,8 gb,SSD  (fast),512 gb,1000-1499
213,10/9/2020 23:44:32,"Group - ""Remote Work - Georgian Community"" ",male,21-23,1-2 years,Back End Developer,AZURE,C#,.NET,TFS,yes,tfs,no answer,no answer,Full Time,Office - Local Projects,georgian,finances,georgia,georgia,yes,100-160,2k-3k,no influence,70-80 %,3-3.5,studying -  bachelor,laptop,Lenovo Thinkpad,Lenovo,8 gb,SSD  (fast),256 gb,1500-1999
214,10/9/2020 23:48:03,"Group - ""Georgian Web & Mobile Development Industry"" ",male,30-34,9-12 years,Back End Developer,AWS,Golang,neither,Git,no answer,don't use,don't have account,0-10,Both (Full time + Part Time),no answer,english,information technologies,georgia,georgia,yes,240-300,15k-20k,no influence,80-90 %,1.5-2,finished -  bachelor,laptop,HP Spectre,HP,32 gb,SSD  (fast),1 tb,7k-10k
215,10/10/2020 1:40:29,no answer,male,21-23,0-1 years,System Administrator,don't use,neither,no answer,no answer,no,no answer,don't have account,don't have account,Full Time,no answer,english,no answer,georgia,georgia,no,no answer,1000-1500,"yes, decreased",no answer,no answer,no answer,Desktop computer,no answer,no answer,8 gb,HDD (slow),no answer,500-999
216,10/10/2020 2:18:56,Sysadmins GE,male,27-29,4-6 years,Data Scientist,Google Cloud Platform,SQL,neither,CVS,yes,Jenkins,1000-2000,don't have account,Full Time,Office -  International Projects,english,finances,estonia,estonia,yes,100-160,7k-10k,no influence,90 - 100 %,3-3.5,finished - master,laptop,Lenovo Thinkpad,Lenovo,8 gb,SSD  (fast),256 gb,7k-10k
